X,Y,OBJECTID,NAME,ADDRESS,DIRECTOR,PHONE,AUTHORIZER,GRADES,ENROLLMENT,GIS_ID,WEB_URL,AUTHORIZAT,MYSCHOOL,SCHOOL_YEA,LEA_NAME,LEA_ID,SCHOOL_NAM,SCHOOL_ID,SCHOOLCODE,GRADES_1,LATITUDE,LONGITUDE,FACILITY_ID,CLUSTER_,WARD,ZIPCODE,MAR_ID,XCOORD,YCOORD,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-76.9943325167955,38.8415575957619,1649,KIPP DC - Pride Academy,3301 WHEELER ROAD SE,,,,PK3-K,,chrt_170,https://www.kippdc.org/schools/early-childhood-schools/kipp-dc-pride-academy/,,Y,2023-2024,KIPP DC - Pride Academy PCS,478,KIPP DC - Pride Academy,478,478,PK3-K,38.84155,-76.99433,,,Ward 8,20032,294563,400492.22,130416.91,,{F9504108-370F-462B-9F99-129F1D2AD6FF},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9943325167955,38.8415575957619,1650,KIPP DC - Inspire Academy PCS,3301 WHEELER ROAD SE,,,,1st-4th,,chrt_171,https://www.kippdc.org/schools/elementary-schools/kipp-dc-inspire-academy/,,Y,2023-2024,KIPP DC - Inspire Academy PCS,478,KIPP DC - Inspire Academy PCS,478,478,1st-4th,38.84155,-76.99433,,,Ward 8,20032,294563,400492.22,130416.91,,{0774E344-E8F9-453D-A14A-3863DF1ED2A2},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9714800384076,38.9011313299499,1651,Two Rivers PCS at Young Middle School,820 26TH STREET NE,,202-388-3177,,6th-8th ,,chrt_172,https://www.tworiverspcs.org/who-we-are/our-schools/middle-school/,,Y,2023-2024,Two Rivers PCS at Young Middle School,149,Two Rivers PCS at Young Middle School,480,480,6th-8th ,38.901124,-76.971478,,,Ward 5,20002,294499,402474.09,137030.41,,{94A58608-3CAE-4842-91A1-6CB06A5504ED},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.920637522764,38.8902988919495,1652,Maya Angelou PCS,5600 EAST CAPITOL STREET NE,Sarah Navarro,202-797-8250,,9th-12th,0,chrt_174,https://www.seeforever.org/,0,N,2023-2024,Maya Angelou PCS,133,Maya Angelou PCS,209,209,9th-12th,38.89029144,-76.92063526,DGS_0686.0,Cluster 33,Ward 7,20019,289793,406885.34,135830.53,,{035F2535-D4CC-453C-B881-53B918FFF9A3},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9207655954983,38.9002417795129,1653,DC Wildflower PCS - The Riverseed School,913 55TH STREET NE,,,,5th-6th,0,chrt_175,https://www.dcwildflowerpcs.org/,0,Y,2023-2024,DC Wildflower PCS - The Riverseed School,,DC Wildflower PCS - The Riverseed School,515,515,5th-6th,38.900234,-76.920763,,,Ward 7,20019,82195,406873.27,136934.26,,{055D8F3B-7EF7-40B8-826A-70EF82D466A2},JLAY,2023/11/21 16:46:25+00,JLAY,2023/06/29 14:34:18+00
-76.9880511195187,38.8566297626228,1654,KIPP DC - Discover Academy PCS,2600 DOUGLASS ROAD SE,Susan Schaeffler,202-678-7735,,PK3-KG,0,chrt_55,https://www.kippdc.org/schools/early-childhood-schools/kipp-dc-discover-academy/,0,Y,2023-2024,KIPP DC - Discover Academy PCS,129,KIPP DC - Discover Academy PCS,1122,1122,PK3-KG,38.85662232,-76.98804884,DGS_0431.0,Cluster 37,Ward 8,20020,311456,401037.32,132090.08,,{51A83A90-3A98-488C-BD79-8656062C016A},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0181196265484,38.9098938468423,1655,KIPP DC - Grow Academy PCS,421 P STREET NW,Susan Schaeffler,202-986-4769,,PK3-KG,0,chrt_56,https://www.kippdc.org/schools/early-childhood-schools/kipp-dc-grow-academy/,0,Y,2023-2024,KIPP DC - Grow Academy PCS,129,KIPP DC - Grow Academy PCS,1129,1129,PK3-KG,38.90988639,-77.01811734,DGS_0778.0,Cluster 7,Ward 2,20001,294487,398428.65,138002.89,,{C3BF68FE-3431-40ED-A130-18567C2BBCE5},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9463488999279,38.8975572524338,1656,Global Citizens PCS,4095 MINNESOTA AVENUE NE,Natalie Smith,240-230-7228,,PK3-K,0,chrt_166,https://www.globalcitizensschool.org/,0,Y,2023-2024,Global Citizens PCS,357,Global Citizens PCS,0,,PK3-K,38.89755,-76.946347,,,Ward 7,20019,288100,404654.26,136634.64,,{85F9A422-B952-4E53-BC73-3A72D7116D95},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0148427941474,38.8353502253847,1657,LEARN DC PCS,100 DUNCAN AVENUE SW,Andrea Groeninger,(202) 949–0930,,PK3-2nd,0,chrt_167,https://www.learncharter.org/schools/learndc/,0,Y,2023-2024,LEARN DC PCS,358,LEARN DC PCS,0,,PK3-2nd,38.83534245,-77.01484051,,,Ward 8,20032,334655,398711.51,129727.94,,{BE1A6060-D9B6-41FD-8629-F423BD5A15E0},JLAY,2023/08/23 18:08:13+00,JLAY,2023/06/29 14:34:18+00
-76.9785977940712,38.9368039428759,1658,Sojourner Truth PCS,1800 PERRY STREET NE,Justin Lessek,202-747-0904,,6th-9th,,chrt_165,https://thetruthschool.org/,,Y,2023-2024,The Sojourner Truth School PCS,323,The Sojourner Truth School PCS,1144,1144,6th-9th,38.936796,-76.978596,DGS_0780.0,Cluster 22,Ward 5,20018,294529,401855.75,140990.2,,{B6587950-42A3-44EA-B145-004EB78B89E8},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9952899348945,38.9250219208618,1659,Washington Latin PCS - 2nd Campus,711 EDGEWOOD STREET NE,,202-223-1111,,5th-6th,,chrt_168,https://latinpcs.org/about/welcome/,,Y,2023-2024,Washington Latin PCS - 2nd Campus,151,Washington Latin PCS - 2nd Campus,466,466,5th-6th,38.925014,-76.995288,,,Ward 5,20017,289578,400408.61,139682.1,,{29533E77-4DD9-4390-807E-B37790FA2C1A},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9343965324269,38.8826349887968,1660,KIPP DC - LEAP Academy PCS,4801 BENNING ROAD SE,Susan Schaeffler,202-582-5327,,PK3-PK4,0,chrt_60,https://www.kippdc.org/school/kipp-dc-leap-academy/,0,Y,2023-2024,KIPP DC - LEAP Academy PCS,129,KIPP DC - LEAP Academy PCS,132,132,PK3-PK4,38.88262754,-76.93439427,PCSB_68BLD,Cluster 33,Ward 7,20019,17421,405692.28,134978.83,,{7A97F586-BC06-4BB0-B9DF-1E1E2B109F0C},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9811382902855,38.9080814310359,1661,KIPP DC - Northeast Academy PCS,1375 MOUNT OLIVET ROAD NE,John Barnhardt,202-398-5477,,5th-8th,0,chrt_122,https://www.kippdc.org/school/kipp-dc-northeast-academy/,0,Y,2023-2024,KIPP DC - Northeast Academy PCS,129,KIPP DC - Northeast Academy PCS,242,242,5th-8th,38.90807397,-76.98113601,DGS_0291.0,Cluster 23,Ward 5,20002,286108,401636.15,137801.71,,{DE969F32-F39E-42C8-A0E4-BF965A0F09FE},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9343965324269,38.8826349887968,1662,KIPP DC - Promise Academy PCS,4801 BENNING ROAD SE,Susan Schaeffler,202-582-1390,,KG-4th,0,chrt_61,https://www.kippdc.org/school/kipp-dc-promise-academy/,0,Y,2023-2024,KIPP DC - Promise Academy PCS,129,KIPP DC - Promise Academy PCS,1121,1121,KG-4th,38.88262754,-76.93439427,PCSB_68BLD,Cluster 33,Ward 7,20019,17421,405692.28,134978.83,,{5C93D465-DCDC-496B-BFE4-EC8DCA863682},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.924647156072,38.8919556656053,1663,KIPP DC - Quest Academy PCS,5300 BLAINE STREET NE,Cherese Brauer,202-398-6811,,1st-4th,0,chrt_123,https://www.kippdc.org/school/kipp-dc-quest-academy/,0,Y,2023-2024,KIPP DC - Quest Academy PCS,129,KIPP DC - Quest Academy PCS,237,237,1st-4th,38.89194821,-76.9246449,DGS_0791.0,Cluster 31,Ward 7,20019,304054,406537.33,136014.15,,{1FE572F4-1D06-467B-A517-780DBFFC690A},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9811382902855,38.9080814310359,1664,KIPP DC - Spring Academy PCS,1375 MOUNT OLIVET ROAD NE, Donny Tiengtum,202-397-5477,,1st-4th,0,chrt_64,https://www.kippdc.org/school/kipp-dc-spring-academy/,0,Y,2023-2024,KIPP DC - Spring Academy PCS,129,KIPP DC - Spring Academy PCS,214,214,1st-4th,38.90807397,-76.98113601,DGS_0291.0,Cluster 23,Ward 5,20002,286108,401636.15,137801.71,,{FBB33F98-4073-49B6-A92F-4CD00A9211D5},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.924647156072,38.8919556656053,1665,KIPP DC - Valor Academy PCS,5300 BLAINE STREET NE,Susan Schaeffler,202-398-6811,,5th-8th,0,chrt_130,https://www.kippdc.org/school/kipp-dc-valor-academy/,0,Y,2023-2024,KIPP DC - Valor Academy PCS,129,KIPP DC - Valor Academy PCS,243,243,5th-8th,38.89194821,-76.9246449,DGS_0791.0,Cluster 31,Ward 7,20019,304054,406537.33,136014.15,,{98C67598-7C24-4848-A1D1-138276125379},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0181196265484,38.9098938468423,1666,KIPP DC - WILL Academy PCS,421 P STREET NW,Susan Schaeffler,202-328-9455,,5th-8th,0,chrt_62,https://www.kippdc.org/school/kipp-dc-will-academy/,0,Y,2023-2024,KIPP DC - WILL Academy PCS,129,KIPP DC - WILL Academy PCS,121,121,5th-8th,38.90988639,-77.01811734,DGS_0778.0,Cluster 7,Ward 2,20001,294487,398428.65,138002.89,,{BE39A73F-74F8-49B7-932F-3C407ACA0673},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0340657957487,38.9509817561838,1667,Latin American Montessori Bilingual PCS - 14th Street,5000 14TH STREET NW,Diane  Cottman,202-829-2600,,PK3-5th,0,chrt_148,https://www.lambpcs.org/,0,Y,2023-2024,Latin American Montessori Bilingual PCS - Kingsbury,130,Latin American Montessori Bilingual PCS - Kingsbury,193,193,PK3-5th,38.950974,-77.034064,PCSB_132BLD,Cluster 17,Ward 4,20011,255780,397047.31,142564.4,,{E122E6D1-ABDF-4E2E-A6F1-2729ABC7AAC1},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0099356060576,38.9649273310508,1668,Friendship PCS - Ideal Elementary,6130 NORTH CAPITOL STREET NW,"George H. Rutherford II, Ph.D.",202- 729-6660,,PK3-3rd,0,chrt_121,https://www.myschooldc.org/schools/profile/189,0,Y,2023-2024,Friendship PCS - Ideal Elementary,127,Friendship PCS - Ideal Elementary,1083,1083,PK3-3rd,38.96491986,-77.00993332,PCSB_60BLD,Cluster 19,Ward 4,20011,285311,399139.13,144111.98,,{0852E43D-F252-4BFE-B646-AF1BC29C1ECD},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0132281586019,38.9089060264101,1669,Friendship PCS - Armstrong Middle,111 O STREET NW,Brenda Bethea,202-518-3928,,4th-8th,0,chrt_157,https://www.myschooldc.org/schools/profile/431,0,Y,2023-2024,Friendship PCS - Armstrong Middle,120,Friendship PCS - Armstrong Middle,269,269,4th-8th,38.908898,-77.013226,DGS_0793.0,Cluster 21,Ward 5,20001,316309,398852.88,137893.16,,{BD261CFC-EAB4-413C-9444-72443FF2CEE9},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0368122974879,38.9313208932356,1670,LAYC Career Academy PCS,3220 16TH STREET NW,Lori Kaplan,202-319-2228,,Adult,0,chrt_36,https://laycca.org/,0,N,2023-2024,LAYC Career Academy PCS,172,LAYC Career Academy PCS,104,104,Adult,38.93131343,-77.03681,PCSB_124BLD,Cluster 2,Ward 1,20010,301528,396808.36,140381.96,,{6D868204-5B88-49B3-A930-5D868C5391C2},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9889171146132,38.9386061353683,1671,Shining Stars Montessori Academy PCS,1240 RANDOLPH STREET NE,Ayize Sabater,202-319-2307,,PK3-6th,0,chrt_89,https://www.shiningstarspcs.org/,0,Y,2023-2024,Shining Stars Montessori Academy PCS,166,Shining Stars Montessori Academy PCS,3066,3066,PK3-6th,38.93859867,-76.98891483,PCSB_130BLD,Cluster 20,Ward 5,20017,69931,400961.05,141190.1,,{5A82BB83-CD7D-4E8E-850E-89DDAEC21EF5},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0411780603347,38.8981062383443,1672,Goodwill Excel Center PCS,1776 G STREET NW,,202-839-3650,,9th-12th,0,chrt_147,https://www.goodwillexcelcenter.org/,0,N,2023-2024,Goodwill Excel Center PCS,190,Goodwill Excel Center PCS,297,297,9th-12th,38.89809879,-77.04117576,PCSB_126BLD,Cluster 5,Ward 2,20006,218480,396428.16,136695.02,,{7DCF0448-0AF7-4AB3-9760-5FC9395A4477},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0066751494186,38.916017759255,1673,Harmony DC PCS - School of Excellence,62 T STREET NE,,202-529-7500,,PK3-5th,0,chrt_43,https://harmonydc.org/,0,Y,2023-2024,Harmony DC PCS - School of Excellence,180,Harmony DC PCS - School of Excellence,245,245,PK3-5th,38.9160103,-77.00667286,PCSB_107BLD,Cluster 21,Ward 5,20002,299982,399421.3,138682.56,,{797CC4BB-A770-4847-8FC0-DE4C1D5F9EF8},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0188112277782,38.8842276530854,1674,Richard Wright PCS for Journalism and Media Arts,475 SCHOOL STREET SW,"Marco Clark, Ph.D.",202-388-1011,,8th-12th,0,chrt_77,https://www.richardwrightpcs.org/ns2015/,0,Y,2023-2024,Richard Wright PCS for Journalism and Media Arts,167,Richard Wright PCS for Journalism and Media Arts,3067,3067,8th-12th,38.88422,-77.018809,PCSB_82BLD,Cluster 27,Ward 6,20024,17539,398368.08,135153.75,,{252AB76F-1400-4EAF-B363-673231BE2034},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9941028353089,38.8415266763965,1675,KIPP DC - Somerset College Preparatory PCS,3301 WHEELER ROAD SE,Lauren Catalano,202-562-9170,,9th-12th,0,chrt_90,https://www.kippdc.org/schools/high-school/kipp-dc-legacy-college-prep/,0,Y,2023-2024,KIPP DC - Somerset College Preparatory PCS,175,KIPP DC - Somerset College Preparatory PCS,1086,1086,9th-12th,38.84151923,-76.99410056,DGS_0508.0,Cluster 39,Ward 8,20032,294563,400512.16,130413.48,,{7F2B0E65-C67D-4FF6-B833-023DD15FA29B},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9766771971998,38.8872242805336,1676,St. Coletta Special Education PCS,1901 INDEPENDENCE AVENUE SE,,202-350-8680,,SPED,0,chrt_93,https://www.stcoletta.org/,0,N,2023-2024,St. Coletta Special Education PCS,143,St. Coletta Special Education PCS,1047,1047,SPED,38.88721683,-76.97667492,PCSB_88BLD,Cluster 26,Ward 7,20003,302511,402023.67,135486.49,,{5642CA1A-010C-4688-BD8A-BCCBF6070FBC},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0030891190846,38.8239113662993,1677,Statesmen College Preparatory Academy for Boys PCS,4600 LIVINGSTON ROAD SE,Shawn Hardnett,202-505-9072,,4th-8th,0,chrt_142,https://www.statesmenboys.org/,0,Y,2023-2024,Statesmen College Preparatory Academy for Boys PCS,314,Statesmen College Preparatory Academy for Boys PCS,1037,1037,4th-8th,38.823904,-77.003087,PCSB_135BLD,Cluster 32,Ward 8,20032,294600,399731.95,128458.05,,{96540C22-7D48-494E-B4A0-96DC513B3DAF},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9721810551069,38.9207046462304,1678,The Children's Guild DC Public Charter School,2146 24TH PLACE NE,,202-774-5442,,KG-8th,0,chrt_126,https://tcgdc.org/,0,Y,2023-2024,The Children's Guild DC PCS,188,The Children's Guild DC PCS,255,255,KG-8th,38.92069719,-76.97217878,PCSB_108BLD,Cluster 22,Ward 5,20018,51191,402412.62,139203.19,,{2FD6C10D-6D1C-49B4-A65C-F40A40E869BE},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9463488999279,38.8975572524338,1679,Friendship PCS - Collegiate Academy Online,4095 MINNESOTA AVENUE NE,Kimberly Campbell,202-396-5500,,9th-12th,0,chrt_27,https://www.friendshipschools.org/schools/collegiate/,0,Y,2023-2024,Friendship PCS - Collegiate Academy,120,Friendship PCS - Collegiate Academy,186,186,9th-12th,38.8975498,-76.94634663,DGS_0781.0,Cluster 30,Ward 7,20019,288100,404654.26,136634.64,,{6084A2B0-3FF2-4AA0-800F-196E6279886A},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9941028353089,38.8415266763965,1680,KIPP DC - Honor Academy PCS,3301 WHEELER ROAD SE,Gaelan Gallagher,202-562-9101,,5th-8th,0,chrt_158,https://www.kippdc.org/schools/middle-schools/kipp-dc-honor-academy/,0,Y,2023-2024,KIPP DC - Honor Academy PCS,129,KIPP DC - Honor Academy PCS,1085,1085,5th-8th,38.841519,-76.994101,,,Ward 8,20032,294563,400512.16,130413.48,,{C6B26AEF-2732-4550-9A0C-BBD70237BB0C},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0025951115615,38.9544222927169,1681,Rocketship PCS - Infinity Community Prep,5450 3RD STREET NE,,,,PK3-4th,0,chrt_159,https://www.rocketshipschools.org/schools/infinity-community-prep/,0,Y,2023-2024,Rocketship Fort Totten,191,Rocketship Fort Totten,0,,PK3-4th,38.954415,-77.002593,,,Ward 5,20011,150991,399775.26,142945.78,,{0ABA895C-A0EB-46A9-8C29-1E79C142F083},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9935845959439,38.9096056200246,1682,KIPP DC - College Preparatory PCS,1405 BRENTWOOD PARKWAY NE,Anthony Lewis,202-265-5477,,9th-12th,0,chrt_176,https://www.kippdc.org/schools/high-school/kipp-dc-college-preparatory/,0,Y,2023-2024,KIPP DC - College Preparatory PCS,,KIPP DC - College Preparatory PCS,0,,9th-12th,38.909598,-76.993582,,,Ward 5,20002,311606,400556.62,137970.76,,{3F78D0E8-C907-4972-9911-C2FA1DD8AFCB},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9402380203793,38.8700247427741,1683,Rocketship PCS - Legacy Prep,4250 MASSACHUSETTS AVENUE SE,Jacque Patterson,202-803-7004,,PK3-5th,0,chrt_138,https://www.rocketshipschools.org/schools/legacy-prep/,0,Y,2023-2024,Rocketship PCS - Legacy Prep,191,Rocketship PCS - Legacy Prep,1016,1016,PK3-5th,38.87001696,-76.94023576,PCSB_135BLD,Cluster 32,Ward 7,20019,278515,405186.36,133578.65,,{6085314E-A04F-49E7-BDAD-CFF2D0EDEFA6},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9745697774413,38.8558030633064,1684,Rocketship PCS - Rise Academy,2335 RAYNOLDS PLACE SE,Jacque Patterson,202-750-7177,,PK3-5th,0,chrt_133,https://www.rocketshipschools.org/schools/rise-academy/,0,Y,2023-2024,Rocketship PCS - Rise Academy,191,Rocketship PCS - Rise Academy,286,286,PK3-5th,38.85579528,-76.9745675,PCSB_127BLD,Cluster 36,Ward 8,20020,48301,402207.48,131998.55,,{29CA5777-06CA-4304-95E5-77A33346B891},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0103118709845,38.9568712142379,1685,Roots PCS,15 KENNEDY STREET NW,"Bernida Thompson, Ed.D.",202-882-8073,,PK3-5th,0,chrt_78,http://www.rootspcs.org/,0,Y,2023-2024,Roots PCS [Kennedy Street],140,Roots PCS [Kennedy Street],173,173,PK3-5th,38.95686375,-77.01030958,PCSB_83BLD,Cluster 17,Ward 4,20011,259404,399106.42,143217.68,,{1D32C0D9-7285-4AD2-B7FB-95BB5D1B44A6},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0094410006881,38.9662404143586,1686,Roots PCS,6222 NORTH CAPITOL STREET NW,"Bernida Thompson, Ed.D.",202-882-8073,,PK3-5th,0,chrt_86,http://www.rootspcs.org/,0,N,2023-2024,Roots PCS [North Capitol Street],140,Roots PCS [North Capitol Street],173,173,PK3-5th,38.96623295,-77.00943871,PCSB_116BLD,Cluster 19,Ward 4,20011,277484,399182.01,144257.74,,{036B5D8A-A001-404F-BB47-EC06BF225535},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9463053283056,38.8871376965063,1687,SEED Public Charter School of Washington DC,4300 C STREET SE,Charles Adams,202-248-7773,,9th-12th,0,chrt_87,https://www.seedschooldc.org/,0,Y,2023-2024,"SEED PCS of Washington, DC",405,"SEED PCS of Washington, DC",174,174,9th-12th,38.88713024,-76.94630306,DGS_0802.0,Cluster 32,Ward 7,20019,288154,404658.72,135477.99,,{B4B081A7-74B9-4721-814A-8449556E3977},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0360539439648,38.9319227044952,1688,The Family Place PCS,3309 16TH STREET NW,,202-265-0149,,Adult,0,chrt_152,https://www.thefamilyplacedc.org/,0,N,2023-2024,The Family Place PCS,303,The Family Place PCS,1036,1036,Adult,38.93191525,-77.03605165,PCSB_138BLD,Cluster 2,Ward 1,20010,234409,396874.14,140448.74,,{56A0F59C-616E-4215-B2AE-7F081B527998},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0358435949719,38.9285201499774,1689,The Next Step/ El Prόximo Paso PCS,3047 15TH STREET NW,Julie Meyer,202-319-2249,,Adult,0,chrt_97,https://www.nextsteppcs.org/,0,N,2023-2024,The Next Step/El Proximo Paso PCS,145,The Next Step/El Proximo Paso PCS,168,168,Adult,38.92851269,-77.0358413,PCSB_72BLD,Cluster 2,Ward 1,20009,243343,396892.23,140071.02,,{857FB328-AB93-40E9-8C5D-2AFA1CD6D7FC},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9936880533948,38.8622845205086,1690,Thurgood Marshall Academy PCS,2427 MARTIN LUTHER KING JR AVENUE SE,Alexandra Pardo,202-563-6862,,9th-12th,0,chrt_91,https://thurgoodmarshallacademy.org/,0,Y,2023-2024,Thurgood Marshall Academy PCS,146,Thurgood Marshall Academy PCS,191,191,9th-12th,38.86227707,-76.99368577,DGS_0805.0,Cluster 37,Ward 8,20020,278159,400548.01,132717.75,,{AB8774D6-99EF-48B4-8791-9DBF7D8A55DC},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0003019301427,38.9067610677614,1691,Two Rivers PCS at 4th Street,1227 4TH STREET NE,Jessica Wodatch,202-543-4477,,PK3-5th,0,chrt_80,https://www.tworiverspcs.org/,0,Y,2023-2024,Two Rivers PCS - 4th Street [Elementary],149,Two Rivers PCS - 4th Street [Elementary],198,198,PK3-5th,38.90675361,-77.00029965,PCSB_91BLD,Cluster 25,Ward 6,20002,306605,399974.01,137654.97,,{4FF59261-E48E-444B-90A9-9CCA052B6115},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9709620132635,38.9021163473845,1692,Two Rivers PCS at 4th Street,830 26TH STREET NE,Jessica Wodatch,202-543-8477,,6th-8th,0,chrt_153,https://www.tworiverspcs.org/,0,Y,2023-2024,Two Rivers PCS - 4th Street [Middle],149,Two Rivers PCS - 4th Street [Middle],198,198,6th-8th,38.902109,-76.97096,PCSB_104BLD,Cluster 25,Ward 5,20002,329215,402518.99,137139.77,,{8948B216-F332-4E5A-A1EF-BCF5651ECCB0},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0138213152642,38.953896412359,1693,Washington Latin PCS - Middle School,5200 2ND STREET NW,Martha Cutts,202-223-1111,,5th-8th,0,chrt_81,https://latinpcs.org/,0,Y,2023-2024,Washington Latin PCS - Middle School,151,Washington Latin PCS - Middle School,125,125,5th-8th,38.95388895,-77.01381902,DGS_0143.1,Cluster 18,Ward 4,20011,294608,398802.19,142887.49,,{9A754DE6-7355-4ED6-B257-362DBEAF9900},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0138213152642,38.953896412359,1694,Washington Latin PCS - Upper School,5200 2ND STREET NW,Martha Cutts,202-541-1591,,9th-12th,0,chrt_82,https://latinpcs.org/,0,Y,2023-2024,Washington Latin PCS - Upper School,151,Washington Latin PCS - Upper School,1118,1118,9th-12th,38.95388895,-77.01381902,DGS_0143.1,Cluster 18,Ward 4,20011,294608,398802.19,142887.49,,{31D6973D-E242-4ACC-8DC0-D71745AB123D},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9986721034696,38.9278723566732,1695,Washington Leadership Academy PCS,3015 4TH STREET NE,,240-580-3371,,9th-11th,0,chrt_136,https://www.washingtonleadershipacademy.org/,0,Y,2023-2024,Washington Leadership Academy PCS,192,Washington Leadership Academy PCS,283,283,9th-11th,38.9278649,-76.99866982,PCSB_128BLD,Cluster 21,Ward 5,20017,289740,400115.34,139998.5,,{BEFF4056-BF0B-4353-9DAD-333FCFBF2A76},JLAY,2023/11/21 16:46:25+00,JLAY,2023/06/29 14:34:18+00
-77.0036844453791,38.9412423391087,1696,Washington Yu Ying PCS,220 TAYLOR STREET NE,Maquita Alexander,202-635-1950,,PK3-5th,0,chrt_84,https://www.washingtonyuying.org/,0,Y,2023-2024,Washington Yu Ying PCS,160,Washington Yu Ying PCS,1117,1117,PK3-5th,38.94123488,-77.00368216,PCSB_95BLD,Cluster 19,Ward 5,20017,50738,399680.78,141482.69,,{128EFF76-0C16-4712-8663-A668547C9804},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0368122974879,38.9313208932356,1697,Youthbuild PCS,3220 16TH STREET NW,,202-319-0141,,Adult,0,chrt_139,https://www.youthbuildpcs.org/,0,N,2023-2024,YouthBuild PCS [16th Street],131,YouthBuild PCS [16th Street],128,128,Adult,38.93131343,-77.03681,PCSB_124BLD,Cluster 2,Ward 1,20010,301528,396808.36,140381.96,,{1A7F50FF-812D-4F06-93EA-6CC507A0EDB6},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9868045821557,38.8793924404911,1698,Friendship PCS - Chamberlain Elementary,1345 POTOMAC AVENUE SE,Kimberly Campbell,202-547-5800,,PK3-3rd,0,chrt_26,https://www.friendshipschools.org/schools/chamberlain/,0,Y,2023-2024,Friendship PCS - Chamberlain Elementary,120,Friendship PCS - Chamberlain Elementary,363,363,PK3-3rd,38.87938499,-76.9868023,PCSB_48BLD,Cluster 26,Ward 6,20003,66334,401145.15,134616.92,,{A06F458F-3DBB-4D2B-8078-5FBDAF5FFB74},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
